state,state_code,indicator,nfhs5_urban,nfhs5_rural,nfhs5_total,nfhs4_total
Himachal Pradesh,HP,123. Women having a mobile phone that they themselves use (%),90.9,77.8,79.5,73.9
Himachal Pradesh,HP,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),96.3,90.8,91.5,84.3
Himachal Pradesh,HP,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),6.0,8.7,8.3,5.9
Himachal Pradesh,HP,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),0.0,0.7,0.6,1.5
Himachal Pradesh,HP,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),0.0,2.8,2.5,2.8
Himachal Pradesh,HP,128. Women age 15 years and above who use any kind of tobacco (%),1.2,1.7,1.7,
Himachal Pradesh,HP,129. Men age 15 years and above who use any kind of tobacco (%),25.4,33.4,32.3,
Himachal Pradesh,HP,130. Women age 15 years and above who consume alcohol (%),0.3,0.7,0.6,
Himachal Pradesh,HP,131. Men age 15 years and above who consume alcohol (%),30.4,32.1,31.9,
Haryana,HR,1. Female population age 6 years and above who ever attended school (%),82.3,69.6,73.8,70.3
Haryana,HR,2. Population below age 15 years (%),23.2,26.3,25.3,27.8
Haryana,HR,"3. Sex ratio of the total population (females per 1,000 males)",911.0,933.0,926.0,876.0
Haryana,HR,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",943.0,873.0,893.0,836.0
Haryana,HR,5. Children under age 5 years whose birth was registered with the civil authority (%),95.7,94.9,95.1,94.2
Haryana,HR,6. Deaths in the last 3 years registered with the civil authority (%),88.8,85.5,86.4,
Haryana,HR,7. Population living in households with electricity (%),99.8,99.5,99.6,98.9
Haryana,HR,8. Population living in households with an improved drinking-water source1 (%),99.3,98.2,98.6,98.3
Haryana,HR,9. Population living in households that use an improved sanitation facility2 (%),86.0,84.6,85.0,80.6
Haryana,HR,10. Households using clean fuel for cooking3 (%),90.5,42.6,59.5,52.2
Haryana,HR,11. Households using iodized salt (%),95.1,96.6,96.1,92.8
Haryana,HR,12. Households with any usual member covered under a health insurance/financing scheme (%),28.3,24.2,25.7,12.2
Haryana,HR,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.1,7.4,7.6,
Haryana,HR,14. Women who are literate4 (%),85.7,76.7,79.7,
Haryana,HR,15. Men who are literate4 (%),93.3,90.6,91.5,
Haryana,HR,16. Women with 10 or more years of schooling (%),60.1,44.1,49.5,45.8
Haryana,HR,17. Men with 10 or more years of schooling (%),65.0,60.8,62.2,61.1
Haryana,HR,18. Women who have ever used the internet (%),60.2,42.8,48.4,
Haryana,HR,19. Men who have ever used the internet (%),79.7,68.8,72.4,
Haryana,HR,20. Women age 20-24 years married before age 18 years (%),9.9,13.7,12.5,19.4
Haryana,HR,21. Men age 25-29 years married before age 21 years (%),17.6,15.2,16.0,23.9
Haryana,HR,22. Total fertility rate (children per woman),1.7,2.0,1.9,2.1
Haryana,HR,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.0,4.3,3.9,5.8
Haryana,HR,24. Adolescent fertility rate for women age 15-19 years5,21.0,29.0,27.0,41.0
Haryana,HR,25. Neonatal mortality rate (NNMR),19.0,22.7,21.6,22.1
Haryana,HR,26. Infant mortality rate (IMR),28.6,35.3,33.3,32.8
Haryana,HR,27. Under-five mortality rate (U5MR),36.0,39.8,38.7,41.1
Haryana,HR,28. Any method6 (%),73.5,72.9,73.1,63.7
Haryana,HR,29. Any modern method6 (%),59.0,61.3,60.5,59.4
Haryana,HR,30. Female sterilization (%),24.1,36.3,32.3,38.1
Haryana,HR,31. Male sterilization (%),0.7,1.1,0.9,0.6
Haryana,HR,32. IUD/PPIUD (%),5.0,4.9,5.0,5.7
Haryana,HR,33. Pill (%),2.9,2.8,2.8,2.7
Haryana,HR,34. Condom (%),24.6,14.9,18.1,12.0
Haryana,HR,35. Injectables (%),0.4,0.4,0.4,0.2
Haryana,HR,36. Total unmet need7 (%),7.7,7.5,7.6,9.3
Haryana,HR,37. Unmet need for spacing7 (%),2.9,3.6,3.3,3.8
Haryana,HR,38. Health worker ever talked to female non-users about family planning (%),21.2,26.9,24.9,23.0
Haryana,HR,39. Current users ever told about side effects of current method8 (%),71.6,68.2,69.1,63.5
Haryana,HR,40. Mothers who had an antenatal check-up in the first trimester (%),85.0,85.3,85.2,63.2
Haryana,HR,41. Mothers who had at least 4 antenatal care visits (%),63.1,59.2,60.4,45.1
Haryana,HR,42. Mothers whose last birth was protected against neonatal tetanus9 (%),88.6,91.7,90.7,92.3
Haryana,HR,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),50.7,51.5,51.2,32.5
Haryana,HR,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),31.7,32.0,32.0,14.3
Haryana,HR,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.9,97.6,96.8,92.0
Haryana,HR,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.4,90.8,91.3,67.3
Haryana,HR,47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1768.0,1631.0,1666.0,1569.0
Haryana,HR,48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),7.3,2.9,3.8,1.4
Haryana,HR,49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.3,90.4,91.0,
Haryana,HR,50. Institutional births (%),96.1,94.4,94.9,80.4
Haryana,HR,51. Institutional births in public facility (%),48.6,61.1,57.5,52.0
Haryana,HR,52. Home births that were conducted by skilled health personnel10 (%),0.7,1.3,1.1,5.8
Haryana,HR,53. Births attended by skilled health personnel10 (%),95.5,94.0,94.4,84.6
Haryana,HR,54. Births delivered by caesarean section (%),23.5,17.8,19.5,11.7
Haryana,HR,55. Births in a private health facility that were delivered by caesarean section (%),34.9,33.4,33.9,25.3
Haryana,HR,56. Births in a public health facility that were delivered by caesarean section (%),14.4,10.9,11.7,8.6
Haryana,HR,57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),74.3,77.9,76.9,62.2
Haryana,HR,58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),82.0,80.8,81.1,79.4
Haryana,HR,59. Children age 12-23 months who have received BCG (%),95.9,94.6,95.0,92.8
Haryana,HR,60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),77.8,81.6,80.6,75.3
Haryana,HR,61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.9,88.3,88.5,76.5
Haryana,HR,62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.4,89.4,89.4,79.0
Haryana,HR,63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.5,31.4,32.0,
Haryana,HR,64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),79.5,80.0,79.8,
Haryana,HR,65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.8,87.3,87.4,54.3
Haryana,HR,66. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),62.2,66.0,64.9,71.3
Haryana,HR,67. Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.1,98.8,96.9,94.8
Haryana,HR,68. Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.5,0.7,2.4,5.1
Haryana,HR,69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,5.0,4.9,7.7
Haryana,HR,70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),52.2,44.4,46.6,60.6
Haryana,HR,71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),26.0,26.3,26.2,21.9
Haryana,HR,72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),70.8,78.3,76.1,77.3
Haryana,HR,73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,2.4,2.3,3.2
Haryana,HR,74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),70.7,74.6,73.5,80.1
Haryana,HR,75. Children under age 3 years breastfed within one hour of birth15 (%),37.7,43.3,41.6,42.4
Haryana,HR,76. Children under age 6 months exclusively breastfed16 (%),70.3,69.1,69.5,50.3
Haryana,HR,77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),51.8,39.2,43.0,35.9
Haryana,HR,"78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",9.3,13.0,11.9,7.0
Haryana,HR,"79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",10.6,11.3,11.1,10.0
Haryana,HR,"80. Total children age 6-23 months receiving an adequate diet16, 17  (%)",9.6,12.7,11.8,7.5
Haryana,HR,81. Children under 5 years who are stunted (height-for-age)18 (%),26.1,28.1,27.5,34.0
Haryana,HR,82. Children under 5 years who are wasted (weight-for-height)18 (%),10.8,11.8,11.5,21.2
Haryana,HR,83. Children under 5 years who are severely wasted (weight-for-height)19 (%),4.3,4.4,4.4,9.0
Haryana,HR,84. Children under 5 years who are underweight (weight-for-age)18 (%),20.5,21.8,21.5,29.4
Haryana,HR,85. Children under 5 years who are overweight (weight-for-height)20 (%),3.3,3.3,3.3,3.1
Haryana,HR,86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),11.4,16.9,15.1,15.8
Haryana,HR,87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),15.0,14.3,14.5,11.3
Haryana,HR,88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),37.5,30.9,33.1,21.0
Haryana,HR,89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),30.2,27.4,28.3,20.0
Haryana,HR,90. Women who have high risk waist-to-hip ratio (≥0.85) (%),64.6,61.7,62.6,
Haryana,HR,91. Men who have high risk waist-to-hip ratio (≥0.90) (%),59.5,57.7,58.3,
Haryana,HR,92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),68.1,71.5,70.4,71.7
Haryana,HR,93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),57.5,62.1,60.6,63.1
Haryana,HR,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),54.6,57.2,56.5,55.0
Haryana,HR,95. All women age 15-49 years who are anaemic22 (%),57.4,61.9,60.4,62.7
Haryana,HR,96. All women age 15-19 years who are anaemic22 (%),59.3,63.5,62.3,62.7
Haryana,HR,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),16.0,20.4,18.9,20.9
Haryana,HR,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),26.7,31.5,29.9,29.7
Haryana,HR,99. Blood sugar level - high (141-160 mg/dl)23 (%),5.3,5.4,5.4,
Haryana,HR,100. Blood sugar level - very high (>160 mg/dl)23 (%),7.0,5.1,5.7,
Haryana,HR,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.5,11.2,11.9,
Haryana,HR,102. Blood sugar level - high (141-160 mg/dl)23 (%),7.0,6.1,6.4,
Haryana,HR,103. Blood sugar level - very high (>160 mg/dl)23 (%),6.9,5.9,6.2,
Haryana,HR,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.1,12.6,13.5,
Haryana,HR,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,11.7,12.3,
Haryana,HR,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),5.7,5.3,5.4,
Haryana,HR,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.9,20.1,21.0,
Haryana,HR,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.2,16.2,16.6,
Haryana,HR,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),7.0,6.9,6.9,
Haryana,HR,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.2,24.6,25.1,
Haryana,HR,111. Ever undergone a screening test for cervical cancer (%),1.0,0.7,0.8,
Haryana,HR,112. Ever undergone a breast examination for breast cancer (%),0.3,0.3,0.3,
Haryana,HR,113. Ever undergone an oral cavity examination for oral cancer (%),0.4,0.3,0.3,
Haryana,HR,114. Ever undergone an oral cavity examination for oral cancer (%),1.6,1.3,1.4,
Haryana,HR,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),22.0,18.7,19.7,31.1
Haryana,HR,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),39.4,35.0,36.4,48.5
Haryana,HR,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),71.4,70.7,70.9,71.6
Haryana,HR,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),86.8,89.4,88.5,87.8
Haryana,HR,119. Currently married women who usually participate in three household decisions25 (%),90.7,86.2,87.5,76.7
Haryana,HR,120. Women who worked in the last 12 months and were paid in cash (%),22.6,17.0,18.8,17.6
Haryana,HR,121. Women owning a house and/or land (alone or jointly with others) (%),35.7,41.0,39.3,35.8
Haryana,HR,122. Women having a bank or savings account that they themselves use (%),76.3,72.4,73.6,45.6
Haryana,HR,123. Women having a mobile phone that they themselves use (%),65.1,43.4,50.4,50.5
Haryana,HR,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),96.7,91.6,93.2,78.3
Haryana,HR,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),18.0,18.2,18.2,32.0
Haryana,HR,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),2.5,1.2,1.6,4.9
Haryana,HR,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),0.2,0.5,0.4,1.5
Haryana,HR,128. Women age 15 years and above who use any kind of tobacco (%),1.7,3.0,2.5,
Haryana,HR,129. Men age 15 years and above who use any kind of tobacco (%),23.3,32.1,29.1,
Haryana,HR,130. Women age 15 years and above who consume alcohol (%),0.3,0.2,0.3,
Haryana,HR,131. Men age 15 years and above who consume alcohol (%),15.7,16.2,16.1,
Jharkhand,JH,1. Female population age 6 years and above who ever attended school (%),78.7,60.2,64.5,61.1
Jharkhand,JH,2. Population below age 15 years (%),25.2,33.2,31.3,32.9
Jharkhand,JH,"3. Sex ratio of the total population (females per 1,000 males)",989.0,1070.0,1050.0,1002.0
Jharkhand,JH,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",781.0,926.0,899.0,919.0
Jharkhand,JH,5. Children under age 5 years whose birth was registered with the civil authority (%),83.8,71.4,73.5,65.0
Jharkhand,JH,6. Deaths in the last 3 years registered with the civil authority (%),56.2,36.1,40.4,
Jharkhand,JH,7. Population living in households with electricity (%),99.0,92.9,94.3,81.2
Jharkhand,JH,8. Population living in households with an improved drinking-water source1 (%),94.6,84.1,86.6,78.1
Jharkhand,JH,9. Population living in households that use an improved sanitation facility2 (%),75.9,50.8,56.7,25.0
Jharkhand,JH,10. Households using clean fuel for cooking3 (%),71.0,19.5,31.9,18.9
Jharkhand,JH,11. Households using iodized salt (%),98.4,97.4,97.7,97.6
Jharkhand,JH,12. Households with any usual member covered under a health insurance/financing scheme (%),41.6,53.1,50.3,13.3
Jharkhand,JH,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.2,7.6,9.0,
Jharkhand,JH,14. Women who are literate4 (%),80.1,55.6,61.7,
Jharkhand,JH,15. Men who are literate4 (%),92.0,77.4,81.3,
Jharkhand,JH,16. Women with 10 or more years of schooling (%),54.4,26.3,33.2,28.7
Jharkhand,JH,17. Men with 10 or more years of schooling (%),66.2,39.4,46.6,40.2
Jharkhand,JH,18. Women who have ever used the internet (%),57.8,22.7,31.4,
Jharkhand,JH,19. Men who have ever used the internet (%),70.8,53.2,58.0,
Jharkhand,JH,20. Women age 20-24 years married before age 18 years (%),19.4,36.1,32.2,37.9
Jharkhand,JH,21. Men age 25-29 years married before age 21 years (%),10.2,26.9,22.7,30.5
Jharkhand,JH,22. Total fertility rate (children per woman),1.6,2.5,2.3,2.6
Jharkhand,JH,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.2,11.2,9.8,12.0
Jharkhand,JH,24. Adolescent fertility rate for women age 15-19 years5,34.0,73.0,64.0,77.0
Jharkhand,JH,25. Neonatal mortality rate (NNMR),17.7,30.4,28.2,33.0
Jharkhand,JH,26. Infant mortality rate (IMR),22.2,41.1,37.9,43.8
Jharkhand,JH,27. Under-five mortality rate (U5MR),27.3,49.2,45.4,54.3
Jharkhand,JH,28. Any method6 (%),66.0,60.4,61.7,40.4
Jharkhand,JH,29. Any modern method6 (%),51.4,48.9,49.5,37.5
Jharkhand,JH,30. Female sterilization (%),37.3,37.4,37.4,31.1
Jharkhand,JH,31. Male sterilization (%),0.4,0.2,0.3,0.2
Jharkhand,JH,32. IUD/PPIUD (%),2.1,1.6,1.7,1.0
Jharkhand,JH,33. Pill (%),3.1,3.1,3.1,2.6
Jharkhand,JH,34. Condom (%),6.0,3.5,4.1,2.2
Jharkhand,JH,35. Injectables (%),0.5,0.5,0.5,0.2
Jharkhand,JH,36. Total unmet need7 (%),11.2,11.6,11.5,18.4
Jharkhand,JH,37. Unmet need for spacing7 (%),4.7,4.8,4.8,9.0
Jharkhand,JH,38. Health worker ever talked to female non-users about family planning (%),27.9,29.5,29.1,19.6
Jharkhand,JH,39. Current users ever told about side effects of current method8 (%),52.8,50.6,51.1,39.4
Jharkhand,JH,40. Mothers who had an antenatal check-up in the first trimester (%),76.2,66.2,68.0,52.0
Jharkhand,JH,41. Mothers who had at least 4 antenatal care visits (%),48.5,36.4,38.6,30.3
Jharkhand,JH,42. Mothers whose last birth was protected against neonatal tetanus9 (%),90.8,90.8,90.8,91.7
Jharkhand,JH,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),37.7,26.1,28.2,15.3
Jharkhand,JH,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.3,13.2,14.9,4.2
Jharkhand,JH,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.7,92.3,91.5,86.9
Jharkhand,JH,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.8,66.7,69.1,44.4
